Sl.No,Vendor No.,Name of the party,Document No,GST NUMBER,Invoice No,Invoice Date,Description,HSN CODE,Total invoice value,Taxable amount,SGST %,SGST,CGST %,CGST%,IGST %,IGST
2091,V1134,International Instruments Industries,JV/M/21-22/01719,36ADQPB9183N1ZS,III/5273/21-22,28/02/2022,Stores - General,90303390,"10,620.00","9,000.00",0.00,0.00,0.00,0.00,18.00,"1,620.00"
2092,V1294,Sai Sangeetha Electricals,JV/M/21-22/01721,37BEXPB3228M1Z0,SSE/25/02/2022,28/02/2022,Stores - General,8544,"362,850.00","307,500.00",9.00,"27,675.00",9.00,"27,675.00",0.00,0.00
2093,V1305,M/s. MATOSHRI ELECTRICS PVT LTD,JV/M/21-22/01724,36AALCM4728M1ZW,21221125,28/02/2022,Stores - General,8536,"177,366.00","150,310.00",0.00,0.00,0.00,0.00,18.00,"27,056.00"
2094,V1250,Rithvik Electrik Private Limited,JV/M/21-22/01726,36AAHCR4536N1ZV,REPL-2021-22/525,28/02/2022,Stores - General,85469010,"17,110.00","14,500.00",0.00,0.00,0.00,0.00,18.00,"2,610.00"
2095,V1250,Rithvik Electrik Private Limited,JV/M/21-22/01728,36AAHCR4536N1ZV,REPL-2021-22/510,28/02/2022,Stores - General,854690,"18,590.00","15,754.00",0.00,0.00,0.00,0.00,18.00,"2,836.00"
2096,V0599,Seven Hills safety Equipments and Systems Pvt Ltd,JV/M/21-22/01730,37AANCS2872C1Z6,TPT/1825/2021-22,28/02/2022,Mining expenses A/c,3813,"3,256.00","2,760.00",9.00,248.00,9.00,248.00,0.00,0.00
2097,V1331,Kalpa Electrikal Private Limited,JV/M/21-22/01731,29AAACK7799P1ZD,16119,28/02/2022,Stores - General,85042100,"84,960.00","72,000.00",0.00,0.00,0.00,0.00,18.00,"12,960.00"
2098,V0457,S V Technologies,JV/M/21-22/01732,37AAWFS8938D1ZE,SVT2122FEB144,28/02/2022,Data Processing Expenses,84433240,"29,793.00","25,249.00",9.00,"2,272.00",9.00,"2,272.00",0.00,0.00
2099,V0457,S V Technologies,JV/M/21-22/01733,37AAWFS8938D1ZE,SVT2122FEB159,28/02/2022,Data Processing Expenses,84439990,"2,040.00","1,728.00",9.00,156.00,9.00,156.00,0.00,0.00
2100,V1253,Sri P.Raja Gopal Reddy,JV/M/21-22/01735,,"NIL.,",28/02/2022,Hire Charges (Vehicle),9966,"29,480.00","28,076.00",2.50,702.00,2.50,702.00,0.00,0.00
2101,V0143,"S. Madhavi,Contractor",JV/M/21-22/01737,37BYBPM0694Q1ZQ,SMV/2021-22/021,28/02/2022,Remuneration(Outsourcing),9985,"18,836.00","15,962.00",9.00,"1,437.00",9.00,"1,437.00",0.00,0.00
2102,V0803,P. Sreedevi,JV/M/21-22/01738,37BAOPP0002J1ZR,85,28/02/2022,Subsidy Canteen Expenses,9963,"496,860.00","473,200.00",2.50,"11,830.00",2.50,"11,830.00",0.00,0.00
2103,V0002,"A. Revathi,Out source Contr",JV/M/21-22/01739,37BBTPA1899J1Z0,AR/2021-22/023,28/02/2022,Remuneration(Outsourcing),9985,"466,528.00","395,362.00",9.00,"35,583.00",9.00,"35,583.00",0.00,0.00
2104,V0002,"A. Revathi,Out source Contr",JV/M/21-22/01740,37BBTPA1899J1Z0,AR/2021-22/024,28/02/2022,Remuneration(Outsourcing),9985,"137,567.00","116,583.00",9.00,"10,492.00",9.00,"10,492.00",0.00,0.00
2105,V0143,"S. Madhavi,Contractor",JV/M/21-22/01744,37BYBPM0694Q1ZQ,SMV/2021-22/023,28/02/2022,Remuneration(Outsourcing),9985,"466,403.00","395,257.00",9.00,"35,573.00",9.00,"35,573.00",0.00,0.00
2106,V0143,"S. Madhavi,Contractor",JV/M/21-22/01745,37BYBPM0694Q1ZQ,SMV/2021-22/024,28/02/2022,Remuneration(Outsourcing),9985,"70,998.00","60,168.00",9.00,"5,415.00",9.00,"5,415.00",0.00,0.00
2107,V0146,"S.D.S. Swarnalatha,Contract",JV/M/21-22/01746,37EKAPS1838G1ZZ,SDS-2021-22/024,28/02/2022,Remuneration(Outsourcing),9985,"89,174.00","75,572.00",9.00,"6,801.00",9.00,"6,801.00",0.00,0.00
2108,V0146,"S.D.S. Swarnalatha,Contract",JV/M/21-22/01747,37EKAPS1838G1ZZ,SDS-2021-22/023,28/02/2022,Remuneration(Outsourcing),9985,"473,680.00","401,424.00",9.00,"36,128.00",9.00,"36,128.00",0.00,0.00
2109,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01748,37BKJPR7084M3Z5,PR/2021-22/025,28/02/2022,Remuneration(Outsourcing),998519,"164,228.00","139,176.00",9.00,"12,526.00",9.00,"12,526.00",0.00,0.00
2110,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01749,37BKJPR7084M3Z5,PR/2021-22/024,28/02/2022,Remuneration(Outsourcing),998519,"491,402.00","416,442.00",9.00,"37,480.00",9.00,"37,480.00",0.00,0.00
2111,V1015,Vaddi Subba Reddy,JV/M/21-22/01750,37AKOPV1282H1ZM,VSR-2021-22/024,28/02/2022,Remuneration(Outsourcing),998519,"232,370.00","196,924.00",9.00,"17,723.00",9.00,"17,723.00",0.00,0.00
2112,V1015,Vaddi Subba Reddy,JV/M/21-22/01751,37AKOPV1282H1ZM,VSR-2021-22/023,28/02/2022,Remuneration(Outsourcing),998519,"675,458.00","572,422.00",9.00,"51,518.00",9.00,"51,518.00",0.00,0.00
2113,V1023,Prathap Reddy Mannuru,JV/M/21-22/01752,37AQCPM4537E1ZX,MPR-2021-22/024,28/02/2022,Remuneration(Outsourcing),998519,"133,134.00","112,826.00",9.00,"10,154.00",9.00,"10,154.00",0.00,0.00
2114,V1023,Prathap Reddy Mannuru,JV/M/21-22/01753,37AQCPM4537E1ZX,MPR-2021-22/023,28/02/2022,Remuneration(Outsourcing),998519,"641,626.00","543,750.00",9.00,"48,938.00",9.00,"48,938.00",0.00,0.00
2115,V1247,Sai Krupa Manpower Agency,JV/M/21-22/01754,37BALPV7821E1ZA,SK/2021-22/019,28/02/2022,Remuneration(Outsourcing),998519,"322,131.00","272,993.00",9.00,"24,569.00",9.00,"24,569.00",0.00,0.00
2116,V1247,Sai Krupa Manpower Agency,JV/M/21-22/01755,37BALPV7821E1ZA,SK/2021-22/020,28/02/2022,Remuneration(Outsourcing),998519,"62,445.00","52,919.00",9.00,"4,763.00",9.00,"4,763.00",0.00,0.00
2117,V0664,M/s Sri Lakshmi Electricals,JV/M/21-22/01758,37AYNPS8365B1ZW,695,28/02/2022,R & M to Other Assets,3917,"2,006.00","1,700.00",9.00,153.00,9.00,153.00,0.00,0.00
2118,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01763,37AAACK4702A2Z5,MGT212200146,28/02/2022,Stores - Explosives,3602,"443,453.00","375,807.00",9.00,"33,823.00",9.00,"33,823.00",0.00,0.00
2119,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01764,37AAACK4702A2Z5,MGT212200147,28/02/2022,Stores - Explosives,3602,"419,202.00","355,256.00",9.00,"31,973.00",9.00,"31,973.00",0.00,0.00
2120,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01765,37AAACK4702A2Z5,MGT212200148,28/02/2022,Stores - Explosives,3602,"519,672.00","440,400.00",9.00,"39,636.00",9.00,"39,636.00",0.00,0.00
2121,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01766,37AAACK4702A2Z5,MGT212200149,28/02/2022,Stores - Explosives,3602,"512,741.00","434,527.00",9.00,"39,107.00",9.00,"39,107.00",0.00,0.00
2122,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01766,37AAACK4702A2Z5,MGT212200149,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2123,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01767,37AAACK4702A2Z5,MGT212200150,28/02/2022,Stores - Explosives,3602,"349,912.00","296,536.00",9.00,"26,688.00",9.00,"26,688.00",0.00,0.00
2124,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01768,37AAACK4702A2Z5,MGT212200151,28/02/2022,Stores - Explosives,3602,"422,666.00","358,192.00",9.00,"32,237.00",9.00,"32,237.00",0.00,0.00
2125,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01769,37AAACK4702A2Z5,MGT212200152,28/02/2022,Stores - Explosives,3602,"505,814.00","428,656.00",9.00,"38,579.00",9.00,"38,579.00",0.00,0.00
2126,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01770,37AAACK4702A2Z5,MGT212200153,28/02/2022,Stores - Explosives,3602,"107,398.00","91,016.00",9.00,"8,191.00",9.00,"8,191.00",0.00,0.00
2127,V0088,Keltech Energies Ltd (MH),JV/M/21-22/01771,27AAACK4702A1Z7,GSM212203771,28/02/2022,Stores - Explosives,3602,"101,716.00","86,200.00",0.00,0.00,0.00,0.00,18.00,"15,516.00"
2128,V0088,Keltech Energies Ltd (MH),JV/M/21-22/01772,27AAACK4702A1Z7,GSM212203772,28/02/2022,Stores - Explosives,3602,"100,300.00","85,000.00",0.00,0.00,0.00,0.00,18.00,"15,300.00"
2129,V0245,Salvo Explosives,JV/M/21-22/01773,36AACCS8200R1ZY,4699,28/02/2022,Stores - Explosives,3602,"154,462.00","130,900.00",0.00,0.00,0.00,0.00,18.00,"23,562.00"
2130,V0245,Salvo Explosives,JV/M/21-22/01774,36AACCS8200R1ZY,4723,28/02/2022,Stores - Explosives,3602,"933,793.00","791,350.00",0.00,0.00,0.00,0.00,18.00,"142,443.00"
2131,V0245,Salvo Explosives,JV/M/21-22/01775,36AACCS8200R1ZY,4771,28/02/2022,Stores - Explosives,3602,"287,861.00","243,950.00",0.00,0.00,0.00,0.00,18.00,"43,911.00"
2132,V0245,Salvo Explosives,JV/M/21-22/01776,36AACCS8200R1ZY,4787,28/02/2022,Stores - Explosives,3602,"459,876.00","389,725.00",0.00,0.00,0.00,0.00,18.00,"70,151.00"
2133,V0245,Salvo Explosives,JV/M/21-22/01777,36AACCS8200R1ZY,4807,28/02/2022,Stores - Explosives,3602,"333,498.00","282,625.00",0.00,0.00,0.00,0.00,18.00,"50,873.00"
2134,V0245,Salvo Explosives,JV/M/21-22/01778,36AACCS8200R1ZY,4905,28/02/2022,Stores - Explosives,3602,"519,554.00","440,300.00",0.00,0.00,0.00,0.00,18.00,"79,254.00"
2135,V0245,Salvo Explosives,JV/M/21-22/01779,36AACCS8200R1ZY,4913,28/02/2022,Stores - Explosives,3602,"442,323.00","374,850.00",0.00,0.00,0.00,0.00,18.00,"67,473.00"
2136,V0591,Smart Chem Technokogies Ltd,JV/M/21-22/01780,27AACCA5046P2ZC,F20000766898,28/02/2022,Stores - Explosives,3102,"1,976,500.00","1,675,000.00",0.00,0.00,0.00,0.00,18.00,"301,500.00"
2137,V0591,Smart Chem Technokogies Ltd,JV/M/21-22/01781,27AACCA5046P2ZC,DBT NOTE F20000766898,28/02/2022,Stores - Explosives,3102,"265,500.00","225,000.00",0.00,0.00,0.00,0.00,18.00,"40,500.00"
2138,V0591,Smart Chem Technokogies Ltd,JV/M/21-22/01782,27AACCA5046P2ZC,F20000768184,28/02/2022,Stores - Explosives,3102,"2,242,000.00","1,900,000.00",0.00,0.00,0.00,0.00,18.00,"342,000.00"
2139,V0246,Economic Explosives,JV/M/21-22/01783,27AAACE3871C1ZX,10962580,28/02/2022,Stores - Explosives,3603,"1,252,257.00","1,061,235.00",0.00,0.00,0.00,0.00,18.00,"191,022.00"
2140,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01784,36AAACI3374G1ZO,CHT-7357,28/02/2022,Stores - Explosives,3602,"455,598.00","386,100.00",0.00,0.00,0.00,0.00,18.00,"69,498.00"
2141,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01785,36AAACI3374G1ZO,CHT-7401,28/02/2022,Stores - Explosives,3602,"445,084.00","377,190.00",0.00,0.00,0.00,0.00,18.00,"67,894.00"
2142,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01786,37AAIFS4136K1ZV,312,28/02/2022,Stores - Explosives,3602,"136,290.00","115,500.00",9.00,"10,395.00",9.00,"10,395.00",0.00,0.00
2143,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01787,37AAIFS4136K1ZV,313....,28/02/2022,Stores - Explosives,3602,"69,030.00","58,500.00",9.00,"5,265.00",9.00,"5,265.00",0.00,0.00
2144,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01788,37AAIFS4136K1ZV,315....,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2145,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01788,37AAIFS4136K1ZV,315....,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2146,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01789,37AAIFS4136K1ZV,316....,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2147,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01789,37AAIFS4136K1ZV,316....,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2148,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01790,37AAIFS4136K1ZV,318,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2149,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01790,37AAIFS4136K1ZV,318,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2150,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01791,37AAIFS4136K1ZV,319,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2151,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01791,37AAIFS4136K1ZV,319,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2152,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01792,37AAIFS4136K1ZV,321....,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2153,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01792,37AAIFS4136K1ZV,321....,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2154,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01793,37AAIFS4136K1ZV,322,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2155,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01793,37AAIFS4136K1ZV,322,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2156,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01794,37AAIFS4136K1ZV,324,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2157,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01794,37AAIFS4136K1ZV,324,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2158,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01795,37AAIFS4136K1ZV,325,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2159,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01795,37AAIFS4136K1ZV,325,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2160,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01796,37AAIFS4136K1ZV,327....,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2161,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01796,37AAIFS4136K1ZV,327....,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2162,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01797,37AAIFS4136K1ZV,328,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2163,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01797,37AAIFS4136K1ZV,328,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2164,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01798,37AAIFS4136K1ZV,331,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2165,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01798,37AAIFS4136K1ZV,331,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2166,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01799,37AAIFS4136K1ZV,332,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2167,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01799,37AAIFS4136K1ZV,332,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2168,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01800,37AAIFS4136K1ZV,336,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2169,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01800,37AAIFS4136K1ZV,336,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2170,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01801,37AAIFS4136K1ZV,337,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2171,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01801,37AAIFS4136K1ZV,337,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2172,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01802,37AAIFS4136K1ZV,340..,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2173,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01802,37AAIFS4136K1ZV,340..,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2174,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01803,37AAIFS4136K1ZV,341,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2175,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01803,37AAIFS4136K1ZV,341,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2176,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01804,37AAIFS4136K1ZV,342...,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2177,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01804,37AAIFS4136K1ZV,342...,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2178,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01805,37AAIFS4136K1ZV,343...,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2179,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01805,37AAIFS4136K1ZV,343...,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2180,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01806,37AAIFS4136K1ZV,344,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2181,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01806,37AAIFS4136K1ZV,344,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2182,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01807,37AAIFS4136K1ZV,345,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2183,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01807,37AAIFS4136K1ZV,345,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2184,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01808,37AAIFS4136K1ZV,346...,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2185,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01808,37AAIFS4136K1ZV,346...,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2186,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01809,37AAIFS4136K1ZV,347,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2187,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01809,37AAIFS4136K1ZV,347,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2188,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01810,37AAIFS4136K1ZV,349...,28/02/2022,Stores - Explosives,3602,"142,190.00","120,500.00",9.00,"10,845.00",9.00,"10,845.00",0.00,0.00
2189,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01810,37AAIFS4136K1ZV,349...,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2190,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01811,37AAIFS4136K1ZV,350...,28/02/2022,Stores - Explosives,3602,"71,980.00","61,000.00",9.00,"5,490.00",9.00,"5,490.00",0.00,0.00
2191,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01811,37AAIFS4136K1ZV,350...,28/02/2022,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
2192,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01812,37AAIFS4136K1ZV,354,28/02/2022,Stores - Explosives,3602,"145,140.00","123,000.00",9.00,"11,070.00",9.00,"11,070.00",0.00,0.00
2193,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01813,37AAIFS4136K1ZV,355...,28/02/2022,Stores - Explosives,3602,"73,456.00","62,250.00",9.00,"5,603.00",9.00,"5,603.00",0.00,0.00
2194,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01814,37AAIFS4136K1ZV,357,28/02/2022,Stores - Explosives,3602,"145,140.00","123,000.00",9.00,"11,070.00",9.00,"11,070.00",0.00,0.00
2195,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01815,37AAIFS4136K1ZV,358,28/02/2022,Stores - Explosives,3602,"73,456.00","62,250.00",9.00,"5,603.00",9.00,"5,603.00",0.00,0.00
2196,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01816,37AAIFS4136K1ZV,360,28/02/2022,Stores - Explosives,3602,"145,140.00","123,000.00",9.00,"11,070.00",9.00,"11,070.00",0.00,0.00
2197,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01817,37AAIFS4136K1ZV,361..,28/02/2022,Stores - Explosives,3602,"73,456.00","62,250.00",9.00,"5,603.00",9.00,"5,603.00",0.00,0.00
2198,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01818,37AAIFS4136K1ZV,363..,28/02/2022,Stores - Explosives,3602,"145,140.00","123,000.00",9.00,"11,070.00",9.00,"11,070.00",0.00,0.00
2199,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01819,37AAIFS4136K1ZV,364..,28/02/2022,Stores - Explosives,3602,"73,456.00","62,250.00",9.00,"5,603.00",9.00,"5,603.00",0.00,0.00
2200,V1320,Sri Sai Safety Solution,JV/M/21-22/01820,37AAZPU4106E3Z8,413,28/02/2022,Stores - General,6403,"404,302.00","342,628.00",9.00,"30,837.00",9.00,"30,837.00",0.00,0.00
2201,V1246,Mangampeta Barytes Projects,JV/M/21-22/01821,37ABRFM0911C1ZG,APMBPMIN2122007,28/02/2022,Excavation & transport of ROM,998622,"74,927,370.00","63,497,772.00",9.00,"5,714,799.00",9.00,"5,714,799.00",0.00,0.00
2202,V1246,Mangampeta Barytes Projects,JV/M/21-22/01821,37ABRFM0911C1ZG,APMBPMIN2122007,28/02/2022,Excavation & Transportat of OB,998622,"275,470,906.00","233,449,920.00",9.00,"21,010,493.00",9.00,"21,010,493.00",0.00,0.00
2203,V1246,Mangampeta Barytes Projects,JV/M/21-22/01821,37ABRFM0911C1ZG,APMBPMIN2122007,28/02/2022,Loading Charges,9965,"7,591,070.00","6,433,110.00",9.00,"578,980.00",9.00,"578,980.00",0.00,0.00
2204,V1246,Mangampeta Barytes Projects,JV/M/21-22/01821,37ABRFM0911C1ZG,APMBPMIN2122007,28/02/2022,Excavation & Transportat of OB,998622,60.00,50.00,9.00,5.00,9.00,5.00,0.00,0.00
2205,V0985,Aqua Machineries private limited,JV/M/21-22/01842,24AACCP3014A1ZB,613/21-22,31/03/2022,Mining expenses A/c,997319,"966,304.00","818,902.00",0.00,0.00,0.00,0.00,18.00,"147,402.00"
2206,V1191,DBS ENGINEERING SOLUTIONS,JV/M/21-22/01843,36AANFD7604C1ZL,SER/082/21-22,31/03/2022,Mining expenses A/c,998335,"47,112.00","39,925.00",0.00,0.00,0.00,0.00,18.00,"7,187.00"
2207,V1191,DBS ENGINEERING SOLUTIONS,JV/M/21-22/01844,36AANFD7604C1ZL,SPY/052/21-22,31/03/2022,Stores - General,85364900,"29,500.00","25,000.00",0.00,0.00,0.00,0.00,18.00,"4,500.00"
2208,V0190,TCRC,JV/M/21-22/01845,33AABFT9053F2Z9,C-CHB2122MI00121,31/03/2022,Sampling & Analysis expenses,998346,"2,703,096.00","2,290,759.00",0.00,0.00,0.00,0.00,18.00,"412,337.00"
2209,V1155,BSR Minerals & Travels,JV/M/21-22/01846,37BYRPS4650L1ZI,14,31/03/2022,Shelter Belt expences ( Under EC conditions),997319,"89,298.00","75,676.00",9.00,"6,811.00",9.00,"6,811.00",0.00,0.00
2210,V0661,M/s Genius Technologies,JV/M/21-22/01849,37AURPT6241R1ZF,58/2021-22,31/03/2022,Data Processing Expenses,8443,"16,166.00","13,700.00",9.00,"1,233.00",9.00,"1,233.00",0.00,0.00
2211,V0706,Info World,JV/M/21-22/01850,37ACGPL8717M1Z0,IW/21-22/565,31/03/2022,Data Processing Expenses,84439959,"3,479.00","2,949.00",9.00,265.00,9.00,265.00,0.00,0.00
2212,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01851,37ACPPN5885P1ZC,PBE/0884/21-22,31/03/2022,Data Processing Expenses,7318,"50,711.00","42,975.00",9.00,"3,868.00",9.00,"3,868.00",0.00,0.00
