Section Name,My GSTIN,GSTIN of supplier,Trade/Legal name,Taxpayer Type,2B Return Period,Invoice number,Invoice type,Invoice Date,Invoice Value(?),Place of supply,Supply Attract Reverse Charge,Original Invoice number,Original Invoice Date,Taxable Value (?),Integrated Tax(?),Central Tax(?),State/UT Tax(?),Cess(?),GSTR-1/5 Period,GSTR-1/5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date
B2B,37AAACT7391N1ZN,27AACCA5046P2ZC,SMARTCHEM TECHNOLOGIES LIMITED,Regular,Mar 2022,'F20000771192',INVOICE,07-Mar-2022,"2,389,500.00",ANDHRAPRADESH,NO,,,"2,025,000.00","364,500.00",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AACCA5046P2ZC,SMARTCHEM TECHNOLOGIES LIMITED,Regular,Mar 2022,'F20000770558',INVOICE,02-Mar-2022,"2,242,000.00",ANDHRAPRADESH,NO,,,"1,900,000.00","342,000.00",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABOFS8276P2ZV,SRI USHODAYA LORRY TRANSPORT,Regular,Mar 2022,'APMDC/2020-21/51',INVOICE,01-Mar-2022,"5,815,548.00",ANDHRAPRADESH,NO,,,"5,192,454.33",0.00,"311,547.26","311,547.26",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,29AACCC0214B1ZG,CLASSIC TECHNOLINES PVT LTD,Regular,Mar 2022,'272',INVOICE,14-Mar-2022,"4,366,000.00",ANDHRAPRADESH,NO,,,"3,700,000.00","666,000.00",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACD2029F1Z4,MOTT MACDONALD PRIVATE LIMITED,Regular,Mar 2022,'MHEFIM0614',INVOICE,27-Mar-2022,"259,600.00",ANDHRAPRADESH,NO,,,"220,000.00","39,600.00",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,a0f42016bc4541da80dba3a627cca07f663ac07c617fb168007f8ad66fdae5a5,27-03-2022
B2B,37AAACT7391N1ZN,37ATYPG1427A1ZS,CAPITAL MINERALS,Regular,Mar 2022,'INV-0016',INVOICE,19-Feb-2022,"44,403.00",ANDHRAPRADESH,NO,,,"37,629.00",0.00,"3,387.00","3,387.00",0.00,Feb 2022,18th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37CRRPK8839H1ZX,KM ELECTRICAL TRANSFORMER AND SERVICES,Regular,Mar 2022,'KMET/G-84/21-22',INVOICE,02-Mar-2022,"4,720.00",ANDHRAPRADESH,NO,,,"4,000.00",0.00,360.00,360.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,07AAACU6721F1ZI,Ultra Enviro-Systems Pvt Ltds,Regular,Mar 2022,'2021-22/229',INVOICE,03-Mar-2022,"2,242.00",ANDHRAPRADESH,NO,,,"1,900.00",342.00,0.00,0.00,0.00,Mar 2022,8th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,07AAACU6721F1ZI,Ultra Enviro-Systems Pvt Ltds,Regular,Mar 2022,'2021-22/228',INVOICE,03-Mar-2022,"40,120.00",ANDHRAPRADESH,NO,,,"34,000.00","6,120.00",0.00,0.00,0.00,Mar 2022,8th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BALPV7821E1ZA,SAI KRUPA MANPOWER AGENCY,Regular,Mar 2022,'SK/2021-22/020',INVOICE,21-Feb-2022,"62,445.00",ANDHRAPRADESH,NO,,,"52,919.00",0.00,"4,762.71","4,762.71",0.00,Feb 2022,14th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BALPV7821E1ZA,SAI KRUPA MANPOWER AGENCY,Regular,Mar 2022,'SK/2021-22/019',INVOICE,21-Feb-2022,"322,131.00",ANDHRAPRADESH,NO,,,"272,993.00",0.00,"24,569.37","24,569.37",0.00,Feb 2022,14th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BALPV7821E1ZA,SAI KRUPA MANPOWER AGENCY,Regular,Mar 2022,'SK/2021-22/018',INVOICE,05-Feb-2022,"1,994,131.00",ANDHRAPRADESH,NO,,,"1,689,941.00",0.00,"152,094.69","152,094.69",0.00,Feb 2022,14th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECS1548J1Z5,SCHINDLER INDIA PRIVATE LIMITED,Regular,Mar 2022,'CI3700006952',INVOICE,23-Mar-2022,"64,962.00",ANDHRAPRADESH,NO,,,"55,052.00",0.00,"4,955.00","4,955.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECS1548J1Z5,SCHINDLER INDIA PRIVATE LIMITED,Regular,Mar 2022,'CI3700006951',INVOICE,23-Mar-2022,"64,962.00",ANDHRAPRADESH,NO,,,"55,052.00",0.00,"4,955.00","4,955.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BGRPP6178C1ZU,SHIVA SAI CATERING SERVICES,Regular,Mar 2022,'SC/APMDC/14',INVOICE,28-Mar-2022,"10,909.50",ANDHRAPRADESH,NO,,,"10,390.00",0.00,259.75,259.75,0.00,Mar 2022,1st Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BGRPP6178C1ZU,SHIVA SAI CATERING SERVICES,Regular,Mar 2022,'SC/APMDC/13',INVOICE,24-Mar-2022,"94,500.00",ANDHRAPRADESH,NO,,,"90,000.00",0.00,"2,250.00","2,250.00",0.00,Mar 2022,1st Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BGRPP6178C1ZU,SHIVA SAI CATERING SERVICES,Regular,Mar 2022,'SC/APMDC/12',INVOICE,02-Mar-2022,"592,122.30",ANDHRAPRADESH,NO,,,"563,926.00",0.00,"14,098.15","14,098.15",0.00,Mar 2022,1st Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ATYPG1427A1ZS,CAPITAL MINERALS,Regular,Mar 2022,'INV-00018',INVOICE,26-Mar-2022,"23,910.00",ANDHRAPRADESH,NO,,,"20,262.00",0.00,"1,824.00","1,824.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ATYPG1427A1ZS,CAPITAL MINERALS,Regular,Mar 2022,'INV-00017',INVOICE,26-Mar-2022,"86,797.00",ANDHRAPRADESH,NO,,,"73,557.00",0.00,"6,620.00","6,620.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AALPE9448B2ZM,M/S  SREEVARI ENTERPRISES,Regular,Mar 2022,'40',INVOICE,03-Mar-2022,"138,945.00",ANDHRAPRADESH,NO,,,"117,750.00",0.00,"10,597.50","10,597.50",0.00,Mar 2022,7th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAUFK2066L1ZO,KONAR ASSOCIATES,Regular,Mar 2022,'KA/21-22/214',INVOICE,22-Mar-2022,"12,101.28",ANDHRAPRADESH,NO,,,"10,255.32",0.00,922.98,922.98,0.00,Mar 2022,9th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAUFK2066L1ZO,KONAR ASSOCIATES,Regular,Mar 2022,'KA/21-22/213',INVOICE,22-Mar-2022,"5,203.80",ANDHRAPRADESH,NO,,,"4,410.00",0.00,396.90,396.90,0.00,Mar 2022,9th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AHEPS1004R1Z1,G.S.R.ASSOCIATES,Regular,Mar 2022,'362/2021-22',INVOICE,17-Mar-2022,"27,745.00",ANDHRAPRADESH,NO,,,"23,513.00",0.00,"2,116.17","2,116.17",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AABCJ7667G1Z8,M/S JAGATI PUBLICATIONS LIMITED,Regular,Mar 2022,'AP7010118681',INVOICE,28-Mar-2022,"147,016.82",ANDHRAPRADESH,NO,,,"140,016.00",0.00,"3,500.41","3,500.41",0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,ed3e9b95ed7debcbafb67c962d6c42d0c8bc534df710ae2f24feb6dc51f3bcf1,01-04-2022
B2B,37AAACT7391N1ZN,37ABOFS8276P2ZV,SRI USHODAYA LORRY TRANSPORT,Regular,Mar 2022,'APMDC/2020-21/54',INVOICE,01-Feb-2022,"8,797,657.55",ANDHRAPRADESH,NO,,,"7,855,051.27",0.00,"471,303.08","471,303.08",0.00,Feb 2022,28th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABOFS8276P2ZV,SRI USHODAYA LORRY TRANSPORT,Regular,Mar 2022,'APMDC/2020-21/53',INVOICE,01-Feb-2022,"3,040,889.44",ANDHRAPRADESH,NO,,,"2,715,079.86",0.00,"162,904.79","162,904.79",0.00,Feb 2022,28th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABOFS8276P2ZV,SRI USHODAYA LORRY TRANSPORT,Regular,Mar 2022,'APMDC/2020-21/52',INVOICE,01-Feb-2022,"19,412,320.88",ANDHRAPRADESH,NO,,,"17,332,429.26",0.00,"1,039,945.76","1,039,945.76",0.00,Feb 2022,28th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABOFS8276P2ZV,SRI USHODAYA LORRY TRANSPORT,Regular,Mar 2022,'APMDC/2020-21/50',INVOICE,01-Feb-2022,"3,646,041.58",ANDHRAPRADESH,NO,,,"3,255,394.26",0.00,"195,323.66","195,323.66",0.00,Feb 2022,28th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABOFS8276P2ZV,SRI USHODAYA LORRY TRANSPORT,Regular,Mar 2022,'APMDC/2020-21/48',INVOICE,01-Feb-2022,"2,215,532.12",ANDHRAPRADESH,NO,,,"1,975,475.10",0.00,"118,528.51","118,528.51",0.00,Feb 2022,28th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BOCPD0544R1ZR,NANDANA INFRA,Regular,Mar 2022,'08',INVOICE,22-May-2021,"2,984,568.00",ANDHRAPRADESH,NO,,,"2,842,446.00",0.00,"71,061.15","71,061.15",0.00,Feb 2022,23rd Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BAOPP0002J1ZR,P SREEDEVI,Regular,Mar 2022,'92',INVOICE,28-Feb-2022,"535,080.00",ANDHRAPRADESH,NO,,,"509,600.00",0.00,"12,740.00","12,740.00",0.00,Feb 2022,24th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAVCS7234G1ZS,SREE RAAMASAI OFFICE SOLUTIONS PRIVATE LIMITED,Regular,Mar 2022,'R542',INVOICE,01-Feb-2022,"11,064.00",ANDHRAPRADESH,NO,,,"9,376.50",0.00,843.89,843.89,0.00,Feb 2022,17th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ACPPN5885P1ZC,PERFECT BEARING ENTERPRISES,Regular,Mar 2022,'0884/21-22',INVOICE,12-Feb-2022,"50,711.00",ANDHRAPRADESH,NO,,,"42,975.00",0.00,"3,867.75","3,867.75",0.00,Feb 2022,12th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAFFP1751Q1ZQ,PEST BUSTERS,Regular,Mar 2022,'1854',INVOICE,26-Mar-2022,"14,160.00",ANDHRAPRADESH,NO,,,"12,000.00",0.00,"1,080.00","1,080.00",0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AJQPP9332H1ZN,PERFECT SOLUTIONS,Regular,Mar 2022,'1319',INVOICE,19-Mar-2022,"445,000.00",ANDHRAPRADESH,NO,,,"377,118.64","67,881.36",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AJQPP9332H1ZN,PERFECT SOLUTIONS,Regular,Mar 2022,'1318',INVOICE,19-Mar-2022,"205,800.00",ANDHRAPRADESH,NO,,,"174,406.78","31,393.22",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAZFM3829Q1Z2,MUNILAL AUTO TRADERS,Regular,Mar 2022,'2003-331221-22',INVOICE,17-Mar-2022,610.00,ANDHRAPRADESH,NO,,,516.94,0.00,46.53,46.53,0.00,Mar 2022,9th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAYPJ9251E2Z5,JASTI KISHORE,Regular,Mar 2022,'57',INVOICE,01-Mar-2022,"1,039,864.00",ANDHRAPRADESH,NO,,,"881,240.00",0.00,"79,311.60","79,311.60",0.00,Mar 2022,9th Apr 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AABCW3362M2ZX,WHAM INFOCOME PRIVATE LIMITED,Regular,Mar 2022,'DI/VJW/178',INVOICE,24-Mar-2022,"51,800.00",ANDHRAPRADESH,NO,,,"43,898.31",0.00,"3,950.85","3,950.85",0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,052afb61883e5922eda6e2ea700b3f8dc621cf3bc1a8405cdc02457ab1cc2b0f,25-03-2022
B2B,37AAACT7391N1ZN,36AAGCT1726K1Z6,THG PUBLISHING PRIVATE LIMITED,Regular,Mar 2022,'1943455',INVOICE,28-Mar-2022,"74,676.00",ANDHRAPRADESH,NO,,,"71,120.00","3,556.00",0.00,0.00,0.00,Mar 2022,11th Apr 2022,YES,,,E-Invoice,f2493ccd0619606dddb63b0fbfbbab6332c8453ec83774590a213458ce6fd1b8,28-03-2022
B2BA,37AAACT7391N1ZN,37AACCV8033H1Z7,VSC INFRA PRIVATE LIMITED,Regular,Feb 2022,'1',INVOICE,25-Jun-2021,"2,446,423.20",ANDHRAPRADESH,NO,1,25-Jun-21,"2,073,240.00",0.00,"186,591.60","186,591.60",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37GFAPS4196N1ZK,AKSHAYA PHARMACY,Regular,Feb 2022,'AK00178',INVOICE,27-Jan-2022,"5,504.00",ANDHRAPRADESH,NO,,,"4,914.20",0.00,294.85,294.85,0.00,Jan 2022,14th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37GFAPS4196N1ZK,AKSHAYA PHARMACY,Regular,Feb 2022,'AK00177',INVOICE,27-Jan-2022,"8,424.00",ANDHRAPRADESH,NO,,,"7,465.20",0.00,479.41,479.41,0.00,Jan 2022,14th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAYPY0957A1Z4,YARLAGADDA RAMAKRISHNA,Regular,Feb 2022,'16',INVOICE,22-Feb-2022,"3,476,881.80",ANDHRAPRADESH,NO,,,"2,946,510.00",0.00,"265,185.90","265,185.90",0.00,Feb 2022,8th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ATYPG4561F1Z9,SARAL MARKETING & SERVICES,Regular,Feb 2022,'048',INVOICE,11-Feb-2022,944.00,ANDHRAPRADESH,NO,,,800.00,0.00,72.00,72.00,0.00,Feb 2022,7th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAFFP1751Q1ZQ,PEST BUSTERS,Regular,Feb 2022,'1735',INVOICE,28-Feb-2022,"14,160.00",ANDHRAPRADESH,NO,,,"12,000.00",0.00,"1,080.00","1,080.00",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABPPE6121L1ZG,SRI VENKATA SAI TRADERS,Regular,Feb 2022,'56/2021-22',INVOICE,24-Jan-2022,"1,034.00",ANDHRAPRADESH,NO,,,960.00,0.00,37.00,37.00,0.00,Jan 2022,2nd Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABPPE6121L1ZG,SRI VENKATA SAI TRADERS,Regular,Feb 2022,'55/2021-22',INVOICE,23-Jan-2022,"2,890.30",ANDHRAPRADESH,NO,,,"2,510.00",0.00,190.15,190.15,0.00,Jan 2022,2nd Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABPPE6121L1ZG,SRI VENKATA SAI TRADERS,Regular,Feb 2022,'2021-22/09',INVOICE,12-Jan-2022,"50,817.88",ANDHRAPRADESH,NO,,,"43,066.00",0.00,"3,875.94","3,875.94",0.00,Jan 2022,2nd Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37BKYPS8263G1Z5,NEW GOLDEN LIGHTS,Regular,Feb 2022,'841',INVOICE,08-Feb-2022,"10,500.00",ANDHRAPRADESH,NO,,,"9,375.00",0.00,562.50,562.50,0.00,Feb 2022,8th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAACN4165C2ZP,THE NEW INDIA ASSURANCE CO LTD,Regular,Feb 2022,'62010221P0006144',INVOICE,14-Feb-2022,"19,529,142.00",ANDHRAPRADESH,NO,,,"16,550,120.00",0.00,"1,489,511.00","1,489,511.00",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAACN4165C2ZP,THE NEW INDIA ASSURANCE CO LTD,Regular,Feb 2022,'62010221P0006143',INVOICE,14-Feb-2022,"10,030,000.00",ANDHRAPRADESH,NO,,,"8,500,000.00",0.00,"765,000.00","765,000.00",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AQXPG6068R1ZL,SRI SAI COMPUTERS,Regular,Feb 2022,'2559',INVOICE,16-Feb-2022,"39,600.00",ANDHRAPRADESH,NO,,,"33,559.32",0.00,"3,020.34","3,020.34",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAACK4702A2Z5,KELTECH ENERGIES LTD,Regular,Feb 2022,'MGT212200153',INVOICE,10-Feb-2022,"107,399.00",ANDHRAPRADESH,NO,,,"91,016.00",0.00,"8,191.44","8,191.44",0.00,Feb 2022,8th Mar 2022,YES,,,E-Invoice,74c3a81af9b504e85d55145c62cfe71d722142dad2ddf316ac4cbbf8983b07d5,10-02-2022
B2B,37AAACT7391N1ZN,37AAACK4702A2Z5,KELTECH ENERGIES LTD,Regular,Feb 2022,'MGT212200152',INVOICE,09-Feb-2022,"505,814.00",ANDHRAPRADESH,NO,,,"428,656.00",0.00,"38,579.04","38,579.04",0.00,Feb 2022,8th Mar 2022,YES,,,E-Invoice,19e9156a801a4d3a38e47ce9263cdaf3780bddf9ee4f2a7f41da8a793f6d732e,09-02-2022
B2B,37AAACT7391N1ZN,37AAACK4702A2Z5,KELTECH ENERGIES LTD,Regular,Feb 2022,'MGT212200151',INVOICE,08-Feb-2022,"422,667.00",ANDHRAPRADESH,NO,,,"358,192.00",0.00,"32,237.28","32,237.28",0.00,Feb 2022,8th Mar 2022,YES,,,E-Invoice,3ebc18c85075aee23a69b254ecf76335bfbc4ba6268edf088ae5577c9b0ec52b,08-02-2022
B2B,37AAACT7391N1ZN,37AAACK4702A2Z5,KELTECH ENERGIES LTD,Regular,Feb 2022,'MGT212200150',INVOICE,07-Feb-2022,"349,912.00",ANDHRAPRADESH,NO,,,"296,536.00",0.00,"26,688.24","26,688.24",0.00,Feb 2022,8th Mar 2022,YES,,,E-Invoice,f15629bf2e3ea54578378adfb1b2efb4772b2415c9f2e961f13cae96433d1708,08-02-2022
B2B,37AAACT7391N1ZN,37AAACK4702A2Z5,KELTECH ENERGIES LTD,Regular,Feb 2022,'MGT212200149',INVOICE,06-Feb-2022,"512,743.00",ANDHRAPRADESH,NO,,,"434,528.00",0.00,"39,107.52","39,107.52",0.00,Feb 2022,8th Mar 2022,YES,,,E-Invoice,af6da501099d2994241dff71f4b50187ae08f1ae7b891d635086d4df0d8167a9,08-02-2022
B2B,37AAACT7391N1ZN,37AAACK4702A2Z5,KELTECH ENERGIES LTD,Regular,Feb 2022,'MGT212200148',INVOICE,04-Feb-2022,"519,672.00",ANDHRAPRADESH,NO,,,"440,400.00",0.00,"39,636.00","39,636.00",0.00,Feb 2022,8th Mar 2022,YES,,,E-Invoice,9007eef4978b4ca4b4e3503307d53a204370a95464b6ce454fdedd20c5333803,04-02-2022
B2B,37AAACT7391N1ZN,37AAACK4702A2Z5,KELTECH ENERGIES LTD,Regular,Feb 2022,'MGT212200147',INVOICE,03-Feb-2022,"419,202.00",ANDHRAPRADESH,NO,,,"355,256.00",0.00,"31,973.04","31,973.04",0.00,Feb 2022,8th Mar 2022,YES,,,E-Invoice,dab141a0d8e9db60d503a004f8cc6bbeee5fdc7383fbdf28f356e66ff60f4d58,03-02-2022
B2B,37AAACT7391N1ZN,37AAACK4702A2Z5,KELTECH ENERGIES LTD,Regular,Feb 2022,'MGT212200146',INVOICE,01-Feb-2022,"443,453.00",ANDHRAPRADESH,NO,,,"375,808.00",0.00,"33,822.72","33,822.72",0.00,Feb 2022,8th Mar 2022,YES,,,E-Invoice,879001b9d598f121bf658670f98dce50edb98ee888361444e536d694f352ab5b,01-02-2022
B2B,37AAACT7391N1ZN,37AAACL3798F1Z9,LASER SYSTMS PRIVATE LIMITED,Regular,Feb 2022,'LSLVJA288/21-22',INVOICE,17-Feb-2022,"2,613.00",ANDHRAPRADESH,NO,,,"2,214.80",0.00,199.33,199.33,0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAACL3798F1Z9,LASER SYSTMS PRIVATE LIMITED,Regular,Feb 2022,'LSLVJA287/21-22',INVOICE,17-Feb-2022,"1,185.00",ANDHRAPRADESH,NO,,,"1,004.00",0.00,90.36,90.36,0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAACL3798F1Z9,LASER SYSTMS PRIVATE LIMITED,Regular,Feb 2022,'LSLVJA286/21-22',INVOICE,17-Feb-2022,"2,849.00",ANDHRAPRADESH,NO,,,"2,414.00",0.00,217.26,217.26,0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAACL3798F1Z9,LASER SYSTMS PRIVATE LIMITED,Regular,Feb 2022,'LSLVJA285/21-22',INVOICE,17-Feb-2022,"1,163.00",ANDHRAPRADESH,NO,,,985.60,0.00,88.70,88.70,0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Feb 2022,'428',INVOICE,29-Jan-2022,"1,298.00",ANDHRAPRADESH,NO,,,"1,100.00",0.00,99.00,99.00,0.00,Jan 2022,21st Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Feb 2022,'427',INVOICE,27-Jan-2022,"4,219.00",ANDHRAPRADESH,NO,,,"3,575.00",0.00,321.75,321.75,0.00,Jan 2022,21st Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Feb 2022,'426',INVOICE,24-Jan-2022,"4,720.00",ANDHRAPRADESH,NO,,,"4,000.00",0.00,360.00,360.00,0.00,Jan 2022,21st Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Feb 2022,'425',INVOICE,22-Jan-2022,"5,134.00",ANDHRAPRADESH,NO,,,"4,350.00",0.00,391.50,391.50,0.00,Jan 2022,21st Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Feb 2022,'424',INVOICE,20-Jan-2022,"2,420.00",ANDHRAPRADESH,NO,,,"2,050.00",0.00,184.50,184.50,0.00,Jan 2022,21st Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AOJPA7151B1ZC,BASHA  REF &  A/C  WORKS,Regular,Feb 2022,'423',INVOICE,19-Jan-2022,"2,596.00",ANDHRAPRADESH,NO,,,"2,200.00",0.00,198.00,198.00,0.00,Jan 2022,21st Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABIFM3490R1ZE,Maruthi Enterprises,Regular,Feb 2022,'INV-132',INVOICE,18-Feb-2022,"25,046.68",ANDHRAPRADESH,NO,,,"21,226.00",0.00,"1,910.34","1,910.34",0.00,Feb 2022,10th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37EKAPS1838G1ZZ,S.D.S.Swarnalatha,Regular,Feb 2022,'SDS-2021-22/012A',INVOICE,01-Nov-2021,"2,611,153.00",ANDHRAPRADESH,NO,,,"2,212,843.00",0.00,"199,155.87","199,155.87",0.00,Nov 2021,14th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37EKAPS1838G1ZZ,S.D.S.Swarnalatha,Regular,Feb 2022,'SDS-2021-22/014',INVOICE,24-Nov-2021,"2,317.00",ANDHRAPRADESH,NO,,,"1,963.00",0.00,176.67,176.67,0.00,Nov 2021,14th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37EKAPS1838G1ZZ,S.D.S.Swarnalatha,Regular,Feb 2022,'SDS-2021-22/013',INVOICE,04-Nov-2021,"837,221.00",ANDHRAPRADESH,NO,,,"709,509.00",0.00,"63,855.81","63,855.81",0.00,Nov 2021,14th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Feb 2022,'PRGST40B/2021-22',INVOICE,21-Feb-2022,"106,288.00",ANDHRAPRADESH,NO,,,"90,074.00",0.00,"8,107.00","8,107.00",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Feb 2022,'PRGST40A/2021-22',INVOICE,21-Feb-2022,"12,744.00",ANDHRAPRADESH,NO,,,"10,800.00",0.00,972.00,972.00,0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Feb 2022,'PRGST40/2021-22',INVOICE,21-Feb-2022,"176,822.00",ANDHRAPRADESH,NO,,,"149,850.00",0.00,"13,486.00","13,486.00",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Feb 2022,'PRGST39B/2021-22',INVOICE,21-Feb-2022,"96,912.00",ANDHRAPRADESH,NO,,,"82,128.00",0.00,"7,392.00","7,392.00",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Feb 2022,'PRGST39A/2021-22',INVOICE,21-Feb-2022,"12,012.00",ANDHRAPRADESH,NO,,,"10,180.00",0.00,916.00,916.00,0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Feb 2022,'PRGST39/2021-22',INVOICE,21-Feb-2022,"166,672.00",ANDHRAPRADESH,NO,,,"141,248.00",0.00,"12,712.00","12,712.00",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Feb 2022,'PRGST38B/2021-22',INVOICE,18-Feb-2022,"103,824.00",ANDHRAPRADESH,NO,,,"87,986.00",0.00,"7,919.00","7,919.00",0.00,Feb 2022,11th Mar 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECP6238L1ZZ,M/S PALLAVA RED GRANITE PVT LTD,Regular,Feb 2022,'PRGST38A/2021-22',INVOICE,18-Feb-2022,"12,248.00",ANDHRAPRADESH,NO,,,"10,380.00",0.00,934.00,934.00,0.00,Feb 2022,11th Mar 2022,YES,,,,,
